Date,Open,High,Low,Close,Adj Close,Volume
2020-08-03,137.110001,137.500000,136.000000,136.699997,135.724045,2819200
2020-08-04,137.520004,137.589996,136.020004,137.470001,136.488556,2553500
2020-08-05,138.149994,138.149994,135.770004,136.250000,135.277252,2924600
2020-08-06,135.270004,136.289993,135.270004,135.860001,134.890045,2692900
2020-08-07,135.940002,136.759995,135.369995,136.740005,135.763763,3692100
2020-08-10,136.320007,136.880005,135.380005,135.979996,135.009186,3052000
2020-08-11,136.970001,137.449997,134.619995,135.119995,134.155319,3301200
2020-08-12,135.339996,138.679993,135.250000,137.800003,136.816193,4425200
2020-08-13,137.100006,138.610001,137.100006,138.100006,137.114059,2393500
2020-08-14,138.110001,138.169998,137.199997,137.559998,136.577911,2461700
2020-08-17,137.500000,138.889999,137.050003,137.919998,136.935333,2862500
2020-08-18,138.610001,138.610001,137.039993,138.110001,137.123978,2638600
2020-08-19,138.690002,138.789993,136.100006,136.449997,135.475830,3682200
2020-08-20,135.660004,137.149994,135.630005,136.720001,135.743912,2263000
2020-08-21,136.369995,136.660004,135.250000,136.460007,135.485764,4295600
2020-08-24,136.460007,137.679993,136.110001,137.639999,136.657333,3177800
2020-08-25,138.259995,138.380005,136.699997,137.300003,136.319763,2597400
2020-08-26,136.580002,138.660004,136.380005,138.470001,137.481415,6019700
2020-08-27,138.710007,139.929993,137.910004,138.399994,137.411896,4159300
2020-08-28,138.520004,139.960007,137.240005,139.940002,138.940918,3355400
2020-08-31,139.320007,141.020004,139.000000,140.059998,139.060059,3828700
2020-09-01,140.250000,140.479996,138.509995,139.190002,138.196274,3422800
2020-09-02,139.520004,143.820007,139.350006,143.289993,142.266998,4918200
2020-09-03,142.770004,144.039993,138.119995,139.369995,139.369995,6642400
2020-09-04,139.660004,140.309998,136.940002,138.759995,138.759995,4836400
2020-09-08,138.309998,138.630005,134.410004,135.550003,135.550003,4901500
2020-09-09,135.500000,138.460007,135.399994,137.110001,137.110001,4280500
